horse_id,encoded_id
2018102748,182
2018100030,183
2018100707,184
2018106376,185
2018110126,186
2018105151,187
2018102451,188
2018104407,189
2018106203,190
2018104723,191
2018105386,192
2018105034,193
2018102543,194
2018104163,195
2018105010,196
2018110083,197
2018102776,198
2018100151,199
2018102477,200
2018109074,201
2018102195,202
2018104156,203
2018100424,204
2018105256,205
2018105935,206
2018105731,207
2018104384,208
2018106185,209
2018106840,210
2018104053,211
2018103998,212
2018100313,213
2018106369,214
2018103608,215
2016106049,216
2017101534,217
2017101239,218
2016104677,219
2017100846,220
2017106722,221
2017103378,222
2014102979,223
2017101398,224
2016101534,225
2017104307,226
2018110137,227
2018104266,228
2018105529,229
2018106253,230
2018104638,231
2018104552,232
2018103983,233
2018106084,234
2018101660,235
2018104771,236
2018103871,237
2018104797,238
2018105295,239
2018105913,240
2018105576,241
2018103719,242
2018101970,243
2018102665,244
2018100930,245
2018105326,246
2018105213,247
2018104876,248
2018101796,249
2018101596,250
2016100101,251
2017100751,252
2013105595,253
2016104431,254
2017100924,255
2017101109,256
2014103514,257
2017101726,258
2012105677,259
2013105645,260
2016102439,261
2013103792,262
2015102013,263
2017102603,264
2014104048,265
2017106015,266
2017101186,267
2017101755,268
2015101592,269
2017100436,270
2016105042,271
2016101841,272
2017105720,273
2014104516,274
2017103518,275
2015110104,276
2014100641,277
2014101226,278
2015106069,279
2016106313,280
2016110059,281
2016102177,282
2017105502,283
2017106115,284
2015100131,285
2016104952,286
2015105411,287
2015101632,288
2016103343,289
2013100975,290
2013103297,291
2016105502,292
2014106049,293
2012102503,294
2014103967,295
2015103088,296
2015101077,297
2013103582,298
2015105008,299
2017105000,300
2016104452,301
2015104713,302
2011103632,303
2017105973,304
2014105081,305
2013100446,306
2013104277,307
2016100171,308
2014105102,309
2016104907,310
2016104414,311
2016103250,312
2015100635,313
2017105406,314
2016100596,315
2015104417,316
2014102036,317
2017110033,318
2013101522,319
2016105230,320
2015105214,321
2014105887,322
2015106423,323
2012101505,324
2015100344,325
2016101163,326
2017105272,327
2016104232,328
2016105797,329
2015103357,330
2015100608,331
2017106417,332
2017105661,333
2015105791,334
2016106007,335
2017103871,336
2015101342,337
2015104860,338
2017105437,339
2016106363,340
2016103111,341
2018104731,342
2018101740,343
2018100173,344
2018101711,345
2018101544,346
2018104814,347
2018102206,348
2018106046,349
2018102409,350
2018101880,351
2018103463,352
2018102680,353
2018105173,354
2018104759,355
2018105741,356
2018100684,357
2018105681,358
2018102394,359
2018103734,360
2018104562,361
2018100822,362
2018101474,363
2018100901,364
2018105993,365
2018102334,366
2018101809,367
2018103186,368
2018102361,369
2018103542,370
2018104145,371
2018103735,372
2018104149,373
2018100578,374
2018102871,375
2018100577,376
2018106370,377
2018106678,378
2018106587,379
2018102686,380
2018105882,381
2018103999,382
2018101513,383
2018100091,384
2018100781,385
2018101636,386
2017104507,387
2017101700,388
2017104776,389
2017105481,390
2017105286,391
2014102558,392
2015105430,393
2017101539,394
2017102766,395
2017105081,396
2017105080,397
2017101761,398
2017104201,399
2015109150,400
2017101212,401
2017103334,402
2018100188,403
2018102307,404
2018102142,405
2018101329,406
2018103036,407
2018104462,408
2018103161,409
2018106053,410
2018102014,411
2018102612,412
2018106479,413
2018102515,414
2018104846,415
2018106218,416
2018105869,417
2018100170,418
2018104711,419
2018102144,420
2018105299,421
2018104732,422
2018104196,423
2018102090,424
2018101630,425
2018105511,426
2018104466,427
2018102172,428
2018105417,429
2018101988,430
2018104303,431
2018103967,432
2018101655,433
2018101689,434
2017104994,435
2015104142,436
2016103888,437
2017100050,438
2016105999,439
2017106424,440
2017104214,441
2016100216,442
2017102722,443
2015100904,444
2017103175,445
2016100505,446
2016100059,447
2017100825,448
2016103403,449
2016106262,450
2017100540,451
2012104463,452
2015104582,453
2011101814,454
2016104335,455
2014105957,456
2012104392,457
2016100614,458
2015101785,459
2014100814,460
2016103103,461
2016104491,462
2018103133,463
2018105442,464
2018103139,465
2018100219,466
2018104522,467
2018103711,468
2018102884,469
2018106144,470
2018100044,471
2018106574,472
2018104860,473
2018104959,474
2018100995,475
2016103518,476
2015101532,477
2015102038,478
2017102514,479
2016100939,480
2016102668,481
2016103448,482
2015102533,483
2016103020,484
2016101155,485
2016100924,486
2015110063,487
2015101281,488
2016103684,489
2016106080,490
2017106237,491
2016104435,492
2015104796,493
2014106006,494
2016103107,495
2017100404,496
2017100437,497
2017105193,498
2015103535,499
2014102607,500
2016105276,501
2014103032,502
2015104513,503
2015103616,504
2013100332,505
2016102032,506
2015104714,507
2016104965,508
2017105452,509
2017104970,510
2014105802,511
2016103275,512
2016104625,513
2016105013,514
2016104436,515
2017105048,516
2015101288,517
2016105154,518
2016105493,519
2018103656,520
2018100195,521
2018105583,522
2018101746,523
2018104571,524
2018100469,525
2018104738,526
2018105852,527
2018102896,528
2018100250,529
2018109057,530
2018101670,531
2018105441,532
2018102066,533
2018104080,534
2018104132,535
2018101989,536
2018104787,537
2018106524,538
2018105331,539
2018103280,540
2018105332,541
2018105582,542
2018102906,543
2018100818,544
2018104988,545
2018102011,546
2018106106,547
2018103451,548
2018103598,549
2018104032,550
2018103071,551
2018102986,552
2018106571,553
2018105009,554
2018101012,555
2018105738,556
2018100858,557
2018101087,558
2018104965,559
2018104630,560
2018102016,561
2018106918,562
2018104519,563
2018104157,564
2018100994,565
2018102955,566
2018100168,567
2018109002,568
2018104829,569
2018103368,570
2018106344,571
2018104406,572
2018100467,573
2018106178,574
2018105579,575
2018104542,576
2018103887,577
2018104244,578
2018103118,579
2018101235,580
2018103363,581
2018100420,582
2018104713,583
2018105418,584
2018102899,585
2018104136,586
2018104578,587
2018103377,588
2018105273,589
2018105483,590
2018105337,591
2018101962,592
2018106822,593
2018105527,594
2018102552,595
2018100493,596
2018101421,597
2018104595,598
2018100651,599
2018101573,600
2018106804,601
2018104027,602
2018102605,603
2018100410,604
2018110013,605
2018102092,606
2018104554,607
2018104863,608
2018100193,609
2018103934,610
2018101901,611
2018106146,612
2018104327,613
2018102060,614
2018106473,615
2018100716,616
2018100897,617
2018102117,618
2018101946,619
2018100017,620
2018103229,621
2018100774,622
2018104116,623
2018110131,624
2018110095,625
2018110017,626
2017105012,627
2016103146,628
2017104659,629
2017102196,630
2017101807,631
2017102398,632
2017102010,633
2017103149,634
2017106671,635
2017105937,636
2015104593,637
2015100557,638
2017102645,639
2016104746,640
2017105443,641
2014110098,642
2016100321,643
2017100583,644
2016102978,645
2017103722,646
2016103415,647
2016104013,648
2015101984,649
2017104873,650
2016100425,651
2015106372,652
2014100549,653
2015102817,654
2016106126,655
2016100947,656
2016100206,657
2013104814,658
2017106085,659
2016105584,660
2017104106,661
2016103961,662
2016103983,663
2014100583,664
2016103685,665
2016106228,666
2016101704,667
2017110083,668
2017104889,669
2015103603,670
2015104364,671
2016106453,672
2015104165,673
2016101149,674
2015103267,675
2016104834,676
2015100822,677
2016103730,678
2014104369,679
2014103400,680
2017101941,681
2014104076,682
2015103875,683
2015101615,684
2015106187,685
2016102044,686
2017104129,687
2017104193,688
2017106270,689
2016103501,690
2017110119,691
2014110082,692
2017102984,693
2015103391,694
2017104699,695
2016100191,696
2016100621,697
2016102421,698
2017105471,699
2017103137,700
2017110148,701
2016106203,702
2018100675,703
2018100299,704
2018102989,705
2018104480,706
2018103483,707
2018103990,708
2018106001,709
2018102826,710
2018106839,711
2018102757,712
2018101719,713
2018100011,714
2018103969,715
2018106736,716
2018105351,717
2018103354,718
2018104565,719
2018105473,720
2018100974,721
2018106478,722
2018101410,723
2018102297,724
2018105571,725
2018102052,726
2018102738,727
2018104112,728
2018100501,729
2018103549,730
2018103076,731
2018100758,732
2018104690,733
2018106113,734
2018104665,735
2018105669,736
2018101033,737
2018106608,738
2018106129,739
2018102062,740
2018106797,741
2018100446,742
2018104509,743
2018101462,744
2018106230,745
2018105476,746
2018101570,747
2018102651,748
2018101367,749
2018103256,750
2016104473,751
2016100158,752
2015105385,753
2012103491,754
2015100493,755
2012102265,756
2013105373,757
2012104329,758
2016102184,759
2016100737,760
2015103766,761
2015103922,762
2018101803,763
2018104662,764
2018104637,765
2018105354,766
2018102982,767
2018103513,768
2018102174,769
2018103446,770
2018105238,771
2018106596,772
2018102532,773
2018102293,774
2018102196,775
2018103545,776
2018103215,777
2018103264,778
2018103730,779
2018110002,780
2018104932,781
2018105118,782
2018102795,783
2018101251,784
2018105488,785
2018104727,786
2018100920,787
2018100953,788
2018100979,789
2018104679,790
2018100337,791
2018105724,792
2018103945,793
2016103082,794
2017101562,795
2015104514,796
2017110173,797
2017110086,798
2014106523,799
2016101058,800
2017104258,801
2017106027,802
2016102052,803
2016100710,804
2017102872,805
2016110095,806
2017102586,807
2017102562,808
2017104448,809
2015104412,810
2017104314,811
2017106563,812
2017102533,813
2016100650,814
2016102615,815
2017103825,816
2016101339,817
2015100849,818
2017105706,819
2015104349,820
2017100725,821
2017104390,822
2015100559,823
2016105480,824
2017106236,825
2018102216,826
2018105097,827
2018104238,828
2018105992,829
2018106605,830
2018100073,831
2018106602,832
2018103926,833
2018102155,834
2018102110,835
2018100342,836
2018101627,837
2018102123,838
2018103205,839
2018102480,840
2018100049,841
2016106606,842
2017101429,843
2017102838,844
2015101707,845
2015104183,846
2017100406,847
2016104480,848
2015101602,849
2016105211,850
2016101865,851
2013105677,852
2014101029,853
2016104681,854
2016105136,855
2016100794,856
2016105630,857
2016104231,858
2015102979,859
2016105547,860
2015101960,861
2014102253,862
2014101727,863
2012104659,864
2014102848,865
2016102663,866
2017100097,867
2016105200,868
2016104963,869
2015105057,870
2016101814,871
2015103221,872
2011104117,873
2016100151,874
2017106000,875
2013103646,876
2016102080,877
2017101183,878
2015104811,879
2015104612,880
2016110023,881
2016103668,882
2012102070,883
2016102735,884
2017103291,885
2017104626,886
2015104171,887
2015104060,888
2018103121,889
2018105340,890
2018100008,891
2018103574,892
2018106066,893
2018101964,894
2018101044,895
2018106502,896
2018103596,897
2018104549,898
2018101891,899
2018103019,900
2018100891,901
2018101841,902
2018102237,903
2018100583,904
2018100126,905
2018103993,906
2018106162,907
2018100399,908
2018104514,909
2018103101,910
2018106834,911
2018103452,912
2018102554,913
2018102034,914
2018106591,915
2018103447,916
2018104085,917
2018102130,918
2018105144,919
2018103720,920
2018104735,921
2018106446,922
2018106399,923
2018106244,924
2018101210,925
2018103093,926
2018106499,927
2018103308,928
2018105856,929
2018100725,930
2018105549,931
2018105590,932
2018102380,933
2018104675,934
2018109080,935
2018100641,936
2018106031,937
2018104676,938
2018105790,939
2018101260,940
2018105599,941
2018106496,942
2018106486,943
2018102556,944
2018100582,945
2018101118,946
2018101534,947
2018100659,948
2018102047,949
2018100570,950
2018100627,951
2018103084,952
2018105041,953
2018104976,954
2018103063,955
2018106835,956
2018103132,957
2018104767,958
2018102068,959
2018100855,960
2018102817,961
2018103430,962
2018106138,963
2018106451,964
2018104339,965
2018105729,966
2018103965,967
2018100478,968
2018106180,969
2018105495,970
2018101386,971
2018104989,972
2018103654,973
2018110067,974
2018110084,975
2018106489,976
2018101861,977
2018106721,978
2018103092,979
2017105082,980
2017106319,981
2017106255,982
2014103669,983
2017105587,984
2016105216,985
2015110065,986
2017109161,987
2017104104,988
2016100305,989
2017102309,990
2016106283,991
2016101699,992
2016104570,993
2015103101,994
2015104977,995
2014105044,996
2015104872,997
2016104835,998
2014102543,999
2015104440,1000
2017104799,1001
2017105334,1002
2017100327,1003
2016104858,1004
2017104985,1005
2017106153,1006
2017106125,1007
2017105092,1008
2013104780,1009
2015104310,1010
2016100550,1011
2016105681,1012
2016104819,1013
2016101792,1014
2016103398,1015
2016104658,1016
2017105067,1017
2017106724,1018
2016104368,1019
2016101465,1020
2016103242,1021
2013100756,1022
2015100555,1023
2016110089,1024
2016104423,1025
2014102019,1026
2014105542,1027
2014102359,1028
2011101727,1029
2012101643,1030
2014102972,1031
2016104289,1032
2015104842,1033
2015103296,1034
2016102614,1035
2018105204,1036
2018104945,1037
2018106532,1038
2018105008,1039
2018105237,1040
2018100693,1041
2018100927,1042
2018103560,1043
2018103615,1044
2018105392,1045
2018105610,1046
2018102077,1047
2018102910,1048
2018105422,1049
2018102595,1050
2017101535,1051
2017105315,1052
2016103281,1053
2016100418,1054
2016102109,1055
2017103868,1056
2017105834,1057
2017106374,1058
2014100659,1059
2017109029,1060
2017102454,1061
2016100930,1062
2015103534,1063
2017102958,1064
2015105384,1065
2016106504,1066
2018102215,1067
2018101817,1068
2018102247,1069
2018100423,1070
2018101793,1071
2018105984,1072
2018100905,1073
2018100737,1074
2018103665,1075
2018101673,1076
2018105865,1077
2018103519,1078
2018102799,1079
2018104193,1080
2018103939,1081
2018100532,1082
2018103755,1083
2018104207,1084
2018102988,1085
2018106156,1086
2018101245,1087
2018100895,1088
2018101535,1089
2018101283,1090
2018100024,1091
2018104536,1092
2018104888,1093
2018100482,1094
2018105390,1095
2018102009,1096
2018100724,1097
2018106214,1098
2018100821,1099
2018106035,1100
2018103470,1101
2018104018,1102
2018104974,1103
2018103489,1104
2018101553,1105
2018100752,1106
2018106311,1107
2018102845,1108
2018104435,1109
2018104084,1110
2018105757,1111
2018101102,1112
2018102430,1113
2018103702,1114
2018106902,1115
2018103007,1116
2018106100,1117
2018100688,1118
2018100601,1119
2018105620,1120
2018103325,1121
2018100637,1122
2018100281,1123
2018102560,1124
2018104590,1125
2018102866,1126
2018102316,1127
2018104107,1128
2018105829,1129
2018105947,1130
2018101646,1131
2018103916,1132
2018103602,1133
2018103534,1134
2018100881,1135
2018103496,1136
2018104486,1137
2018110112,1138
2018110102,1139
2018102534,1140
2018105640,1141
2018102671,1142
2018104950,1143
2018106006,1144
2018110010,1145
2018102528,1146
2018103704,1147
2018106847,1148
2018104594,1149
2018102019,1150
2018101702,1151
2018102182,1152
2018102177,1153
2018102555,1154
2018105510,1155
2017102141,1156
2017104315,1157
2017105287,1158
2017103619,1159
2017101531,1160
2017101576,1161
2017101877,1162
2017110054,1163
2015102743,1164
2016103101,1165
2014102442,1166
2017105978,1167
2016104027,1168
2016106181,1169
2016106063,1170
2017106336,1171
2015103845,1172
2016105718,1173
2015105858,1174
2013105140,1175
2017103299,1176
2014101462,1177
2015101152,1178
2014100050,1179
2016104630,1180
2016102890,1181
2014105032,1182
2017103403,1183
2017103912,1184
2017102612,1185
2016110037,1186
2016101917,1187
2016106547,1188
2016105305,1189
2016104519,1190
2017109028,1191
2017103788,1192
2017106544,1193
2016103754,1194
2015103197,1195
2013102513,1196
2014105974,1197
2017106337,1198
2014106286,1199
2014105748,1200
2016102311,1201
2016104797,1202
2017100918,1203
2017105460,1204
2017101419,1205
2017104637,1206
2016104649,1207
2017105438,1208
2016100784,1209
2017105703,1210
2017105408,1211
2015101702,1212
2015104159,1213
2014105947,1214
2014103156,1215
2016104663,1216
2015100447,1217
2012101430,1218
2016104397,1219
2018105181,1220
2018105824,1221
2018105253,1222
2018104750,1223
2018106603,1224
2018104696,1225
2018104000,1226
2018100190,1227
2018104520,1228
2018105830,1229
2018102184,1230
2018100894,1231
2018104208,1232
2018101640,1233
2018105383,1234
2018106582,1235
2017105137,1236
2016101075,1237
2017101940,1238
2017100160,1239
2017104700,1240
2016102229,1241
2017101417,1242
2017101525,1243
2017105065,1244
2016100255,1245
2017105063,1246
2015105440,1247
2013100376,1248
2017105566,1249
2014105371,1250
2017105397,1251
2018104694,1252
2018104345,1253
2018103198,1254
2018104796,1255
2018105106,1256
2018102050,1257
2018102055,1258
2018102844,1259
2018100565,1260
2018100488,1261
2018103303,1262
2018105836,1263
2018101961,1264
2018105695,1265
2018105224,1266
2018103500,1267
2018104251,1268
2018103087,1269
2018100031,1270
2018100907,1271
2018106553,1272
2018104363,1273
2018102777,1274
2018102042,1275
2018106306,1276
2018100817,1277
2018103128,1278
2018101834,1279
2018101236,1280
2018100854,1281
2018106199,1282
2018106073,1283
2018110114,1284
2018110076,1285
2018101449,1286
2018110009,1287
2018100938,1288
2018101661,1289
2018102597,1290
2018106803,1291
2018105843,1292
2018101779,1293
2018103042,1294
2018101597,1295
2018104210,1296
2018101131,1297
2018100825,1298
2018104318,1299
2018105276,1300
2018101127,1301
2018102668,1302
2018103782,1303
2018101048,1304
2018101409,1305
2018103350,1306
2018103277,1307
2018101975,1308
2018104616,1309
2018101175,1310
2018105809,1311
2018105908,1312
2018105062,1313
2018100619,1314
2018106700,1315
2018104850,1316
2018101930,1317
2018101985,1318
2018104926,1319
2018103565,1320
2018103567,1321
2018100747,1322
2018103827,1323
2018105832,1324
2018102054,1325
2018106552,1326
2018103611,1327
2018105357,1328
2018103181,1329
2018102688,1330
2018102831,1331
2018110129,1332
2018101455,1333
2018106319,1334
2018105701,1335
2017103110,1336
2015100519,1337
2016101167,1338
2017101193,1339
2017100956,1340
2017105419,1341
2017105400,1342
2016102188,1343
2017104456,1344
2017104573,1345
2017105414,1346
2017103952,1347
2017106247,1348
2017101213,1349
2017101943,1350
2017105236,1351
2017105301,1352
2017100993,1353
2016103787,1354
2016102528,1355
2017106038,1356
2017101725,1357
2014104240,1358
2014100116,1359
2017106221,1360
2017106413,1361
2017105971,1362
2016100072,1363
2015103736,1364
2017101486,1365
2017102437,1366
2016105704,1367
2016105952,1368
2017101731,1369
2017103319,1370
2016104424,1371
2017105807,1372
2016110126,1373
2017101821,1374
2016100805,1375
2017103874,1376
2017102907,1377
2016100040,1378
2015100637,1379
2017110172,1380
2017106334,1381
2016102045,1382
2015104909,1383
2015106174,1384
2017103441,1385
2016105066,1386
2016104762,1387
2016104776,1388
2016102056,1389
2012104440,1390
2013103740,1391
2017105232,1392
2016104564,1393
2016100559,1394
2017104964,1395
2015104621,1396
2014101563,1397
2017103513,1398
2016105926,1399
2015103530,1400
2016102633,1401
2017103504,1402
2016103291,1403
2012110058,1404
2014100618,1405
2013106012,1406
2016104057,1407
2012102856,1408
2015100995,1409
2016104787,1410
2014104841,1411
2016103958,1412
2016102214,1413
2017102385,1414
2017106372,1415
2017105231,1416
2014105582,1417
2016101717,1418
2015104862,1419
2017100593,1420
2017110027,1421
2017104688,1422
2016110008,1423
2017104725,1424
2015101391,1425
2016105620,1426
2017105522,1427
2017100169,1428
2017106028,1429
2018100562,1430
2018105807,1431
2018104592,1432
2018101072,1433
2018104824,1434
2018102354,1435
2018103481,1436
2018101645,1437
2018103674,1438
2018102302,1439
2018101174,1440
2018102504,1441
2018106788,1442
2018101211,1443
2018106716,1444
2018103963,1445
2018103540,1446
2018101335,1447
2018105682,1448
2018101712,1449
2018103857,1450
2018105310,1451
2018101662,1452
2018105019,1453
2018106315,1454
2018104066,1455
2018105728,1456
2018100762,1457
2018106779,1458
2018106257,1459
2018102471,1460
2018103527,1461
2018106183,1462
2018102846,1463
2018101243,1464
2018104029,1465
2018104211,1466
2018104356,1467
2018101233,1468
2018103970,1469
2018100264,1470
2018104867,1471
2018103475,1472
2018101099,1473
2018106793,1474
2018100268,1475
2018105704,1476
2018101737,1477
2018101667,1478
2018102417,1479
2018103538,1480
2018106043,1481
2018102581,1482
2018106430,1483
2018102814,1484
2018101742,1485
2018103319,1486
2018104943,1487
2018100839,1488
2018102414,1489
2018106209,1490
2018106719,1491
2018103255,1492
2018105336,1493
2018105207,1494
2018105711,1495
2018102154,1496
2018103204,1497
2018106418,1498
2018104452,1499
2018106334,1500
2018105486,1501
2018100253,1502
2018101923,1503
2018100950,1504
2018105880,1505
2018104563,1506
2018105241,1507
2018104250,1508
2018102128,1509
2018106331,1510
2018100686,1511
2018102175,1512
2018102893,1513
2018100039,1514
2018104279,1515
2018105389,1516
2018101500,1517
2018110146,1518
2018105208,1519
2018101854,1520
2018104776,1521
2017100323,1522
2017104941,1523
2017100941,1524
2017100167,1525
2017105985,1526
2016102174,1527
2017102990,1528
2016104330,1529
2016105470,1530
2017106282,1531
2017105446,1532
2016102973,1533
2017100040,1534
2016105660,1535
2016105108,1536
2016101324,1537
2017101802,1538
2017106568,1539
2017102164,1540
2017102858,1541
2017102022,1542
2017100682,1543
2014103475,1544
2015104302,1545
2016100848,1546
2017100106,1547
2016101305,1548
2017101763,1549
2017104800,1550
2015106356,1551
2018100487,1552
2018104914,1553
2018105347,1554
2018103849,1555
2018104745,1556
2018101804,1557
2018109052,1558
2018100226,1559
2018106653,1560
2018102044,1561
2018105644,1562
2018104298,1563
2015105382,1564
2015101341,1565
2015106179,1566
2016104749,1567
2016105963,1568
2016103414,1569
2017104636,1570
2015104603,1571
2015104371,1572
2015100942,1573
2016104061,1574
2017102110,1575
2014102092,1576
2015102917,1577
2014100370,1578
2017101765,1579
2014102625,1580
2017103814,1581
2017106595,1582
2016106064,1583
2015105850,1584
2012103249,1585
2015104361,1586
2016110013,1587
2015104537,1588
2013101315,1589
2016100665,1590
2016103990,1591
2017105181,1592
2016101492,1593
2013101207,1594
2017100511,1595
2016104352,1596
2016104633,1597
2017104691,1598
2017105211,1599
2017105480,1600
2017100251,1601
2016100232,1602
2016100587,1603
2016109007,1604
2015105867,1605
2015102595,1606
2015102123,1607
2018102204,1608
2018101371,1609
2018101520,1610
2018101819,1611
2018102328,1612
2018103051,1613
2018104095,1614
2018104826,1615
2018104129,1616
2018102133,1617
2018103149,1618
2018105166,1619
2018101259,1620
2018104781,1621
2018106005,1622
2018105851,1623
2018105254,1624
2018105569,1625
2018102713,1626
2018105363,1627
2018101629,1628
2018106698,1629
2018104993,1630
2018106466,1631
2018102048,1632
2018101370,1633
2018102877,1634
2018100968,1635
2018101479,1636
2018102664,1637
2018104886,1638
2018106042,1639
2018103576,1640
2018103077,1641
2018100590,1642
2018100763,1643
2018104059,1644
2018103861,1645
2018101204,1646
2018103147,1647
2018103831,1648
2018103058,1649
2018101051,1650
2018106469,1651
2018102372,1652
2018106581,1653
2018104861,1654
2018103927,1655
2018105258,1656
2018101616,1657
2018110052,1658
2018104569,1659
2018109101,1660
2018105410,1661
2018106545,1662
2018103620,1663
2018104805,1664
2018105184,1665
2018104966,1666
2018105242,1667
2018104267,1668
2018102619,1669
2018105401,1670
2018105411,1671
2018105505,1672
2018105145,1673
2018104627,1674
2018102178,1675
2018105091,1676
2018101810,1677
2018105566,1678
2018105072,1679
2018104346,1680
2018104191,1681
2018102455,1682
2018104658,1683
2018103925,1684
2018104841,1685
2015101903,1686
2017100873,1687
2015101771,1688
2016105750,1689
2016106176,1690
2017103766,1691
2016104066,1692
2017104262,1693
2017102992,1694
2017101471,1695
2016103001,1696
2016101880,1697
2017110121,1698
2017103508,1699
2017110152,1700
2016110131,1701
2017102007,1702
2014100584,1703
2014105554,1704
2016106305,1705
2014102073,1706
2015102999,1707
2016105531,1708
2015110021,1709
2016103788,1710
2017105109,1711
2016104696,1712
2017105297,1713
2016101968,1714
2015104643,1715
2017104829,1716
2017102406,1717
2013103668,1718
2014104595,1719
2015102790,1720
2018105355,1721
2018101871,1722
2018101486,1723
2018104936,1724
2018100740,1725
2018104977,1726
2018105595,1727
2018110098,1728
2018102168,1729
2018101452,1730
2018104086,1731
2017104804,1732
2016105198,1733
2015104671,1734
2017101792,1735
2015104126,1736
2013106329,1737
2016105101,1738
2016104611,1739
2016102775,1740
2016104470,1741
2015104656,1742
2016104670,1743
2016104807,1744
2017101415,1745
2015104610,1746
2016103346,1747
2014101505,1748
2014100492,1749
2015100524,1750
2017106018,1751
2017106279,1752
2017100352,1753
2015102824,1754
2016106425,1755
2017101303,1756
2016103774,1757
2014106091,1758
2014104037,1759
2017103473,1760
2018100531,1761
2018104310,1762
2018103116,1763
2018105647,1764
2018105954,1765
2018103870,1766
2018105733,1767
2018105100,1768
2018100679,1769
2018102238,1770
2018103597,1771
2018104461,1772
2018105329,1773
2018105259,1774
2018102192,1775
2018104340,1776
2018104780,1777
2018103200,1778
2018103869,1779
2018106305,1780
2018106264,1781
2018105617,1782
2018101447,1783
2018100054,1784
2018100786,1785
2018105725,1786
2018103314,1787
2018106885,1788
2018103561,1789
2018100710,1790
2018109130,1791
2018106443,1792
2018104455,1793
2018102544,1794
2018103089,1795
2018103655,1796
2018103222,1797
2018104371,1798
2018106356,1799
2018101679,1800
2018101789,1801
2018100863,1802
2018103586,1803
2017104206,1804
2016101490,1805
2017110146,1806
2016102620,1807
2013103569,1808
2014100645,1809
2016100862,1810
2016103463,1811
2015102746,1812
2016105770,1813
2015104024,1814
2017101563,1815
2015105210,1816
2015103124,1817
2016104832,1818
2017102017,1819
2016102034,1820
2017104886,1821
2013106303,1822
2017103189,1823
2016106452,1824
2017106535,1825
2017103787,1826
2018106354,1827
2018103115,1828
2018104097,1829
2018100096,1830
2018104931,1831
2018101299,1832
2018100411,1833
2018105405,1834
2018104192,1835
2018103302,1836
2018105986,1837
2018103445,1838
2018105537,1839
2018100176,1840
2018102375,1841
2018103108,1842
2017110161,1843
2017100601,1844
2017110041,1845
2016101114,1846
2016102111,1847
2017103885,1848
2017103367,1849
2016104218,1850
2017105100,1851
2016102389,1852
2017101858,1853
2017105632,1854
2017102614,1855
2015102130,1856
2015102435,1857
2017106172,1858
2016101402,1859
2016100824,1860
2016105530,1861
2014104419,1862
2017106227,1863
2017105343,1864
2017103048,1865
2016102113,1866
2014105971,1867
2017102889,1868
2017102845,1869
2017105992,1870
2017104729,1871
